,Filename,FloorName,pos_x,pos_y,pos_z,ang_x,ang_y,ang_z,free_perc,occ_perc
18,FP201_18,FloorPlan201,-4.5,0.9026570916175842,1.5,0,90,0,61.43798828125,21.197509765625
19,FP201_19,FloorPlan201,-4.5,0.9026570916175842,1.5,0,135,0,72.50823974609375,16.4093017578125
20,FP201_20,FloorPlan201,-4.5,0.9026570916175842,1.5,0,180,0,85.24169921875,7.781982421875
21,FP201_21,FloorPlan201,-4.5,0.9026570916175842,1.5,0,225,0,94.2138671875,2.22930908203125
22,FP201_22,FloorPlan201,-4.5,0.9026570916175842,1.5,0,270,0,98.175048828125,0.079345703125
23,FP201_23,FloorPlan201,-4.5,0.9026570916175842,1.5,0,315,0,87.58087158203125,5.45654296875
24,FP201_24,FloorPlan201,-4.0,0.9026570916175842,1.0,0,0,0,70.5718994140625,17.14324951171875
25,FP201_25,FloorPlan201,-4.0,0.9026570916175842,1.0,0,45,0,65.4083251953125,15.570068359375
26,FP201_26,FloorPlan201,-4.0,0.9026570916175842,1.0,0,90,0,69.189453125,16.47796630859375
27,FP201_27,FloorPlan201,-4.0,0.9026570916175842,1.0,0,135,0,80.06134033203125,12.39776611328125
28,FP201_28,FloorPlan201,-4.0,0.9026570916175842,1.0,0,180,0,88.51776123046875,5.16357421875
29,FP201_29,FloorPlan201,-4.0,0.9026570916175842,1.0,0,225,0,94.03533935546875,3.70941162109375
30,FP201_30,FloorPlan201,-4.0,0.9026570916175842,1.0,0,270,0,91.0308837890625,2.91595458984375
31,FP201_31,FloorPlan201,-4.0,0.9026570916175842,1.0,0,315,0,81.18133544921875,10.68267822265625
32,FP201_32,FloorPlan201,-3.5,0.9026570916175842,2.0,0,0,0,77.40478515625,10.27069091796875
33,FP201_33,FloorPlan201,-3.5,0.9026570916175842,2.0,0,45,0,78.1494140625,10.369873046875
34,FP201_34,FloorPlan201,-3.5,0.9026570916175842,2.0,0,90,0,79.69970703125,13.96026611328125
35,FP201_35,FloorPlan201,-3.5,0.9026570916175842,2.0,0,135,0,71.35009765625,10.63690185546875
36,FP201_36,FloorPlan201,-3.5,0.9026570916175842,2.0,0,180,0,80.07354736328125,11.126708984375
37,FP201_37,FloorPlan201,-3.5,0.9026570916175842,2.0,0,225,0,83.65631103515625,11.23504638671875
38,FP201_38,FloorPlan201,-3.5,0.9026570916175842,2.0,0,270,0,79.6661376953125,8.13446044921875
39,FP201_39,FloorPlan201,-3.5,0.9026570916175842,2.0,0,315,0,82.6263427734375,12.896728515625
40,FP201_40,FloorPlan201,-4.0,0.9026570916175842,2.5,0,0,0,81.52923583984375,12.48626708984375
41,FP201_41,FloorPlan201,-4.0,0.9026570916175842,2.5,0,45,0,73.18267822265625,9.66339111328125
42,FP201_42,FloorPlan201,-4.0,0.9026570916175842,2.5,0,90,0,71.6705322265625,15.33966064453125
43,FP201_43,FloorPlan201,-4.0,0.9026570916175842,2.5,0,135,0,61.74468994140625,20.15533447265625
44,FP201_44,FloorPlan201,-4.0,0.9026570916175842,2.5,0,180,0,73.65875244140625,15.2984619140625
45,FP201_45,FloorPlan201,-4.0,0.9026570916175842,2.5,0,225,0,83.038330078125,8.79974365234375
46,FP201_46,FloorPlan201,-4.0,0.9026570916175842,2.5,0,270,0,87.98980712890625,3.20892333984375
47,FP201_47,FloorPlan201,-4.0,0.9026570916175842,2.5,0,315,0,84.05303955078125,10.69793701171875
48,FP201_48,FloorPlan201,-4.5,0.9026570916175842,2.0,0,0,0,75.6683349609375,14.27764892578125
49,FP201_49,FloorPlan201,-4.5,0.9026570916175842,2.0,0,45,0,65.0482177734375,19.2901611328125
50,FP201_50,FloorPlan201,-4.5,0.9026570916175842,2.0,0,90,0,61.2030029296875,19.82269287109375
51,FP201_51,FloorPlan201,-4.5,0.9026570916175842,2.0,0,135,0,66.17889404296875,18.86749267578125
52,FP201_52,FloorPlan201,-4.5,0.9026570916175842,2.0,0,180,0,80.9967041015625,11.25640869140625
53,FP201_53,FloorPlan201,-4.5,0.9026570916175842,2.0,0,225,0,90.80810546875,3.2379150390625
54,FP201_54,FloorPlan201,-4.5,0.9026570916175842,2.0,0,270,0,97.71881103515625,0.079345703125
55,FP201_55,FloorPlan201,-4.5,0.9026570916175842,2.0,0,315,0,87.2528076171875,5.56182861328125
56,FP201_56,FloorPlan201,-4.5,0.9026570916175842,1.0,0,0,0,70.916748046875,15.27862548828125
57,FP201_57,FloorPlan201,-4.5,0.9026570916175842,1.0,0,45,0,61.67144775390625,20.42999267578125
58,FP201_58,FloorPlan201,-4.5,0.9026570916175842,1.0,0,90,0,63.13323974609375,20.6512451171875
59,FP201_59,FloorPlan201,-4.5,0.9026570916175842,1.0,0,135,0,77.9388427734375,13.1317138671875
60,FP201_60,FloorPlan201,-4.5,0.9026570916175842,1.0,0,180,0,90.40374755859375,3.91082763671875
61,FP201_61,FloorPlan201,-4.5,0.9026570916175842,1.0,0,225,0,97.23968505859375,1.18408203125
62,FP201_62,FloorPlan201,-4.5,0.9026570916175842,1.0,0,270,0,98.36883544921875,0.079345703125
63,FP201_63,FloorPlan201,-4.5,0.9026570916175842,1.0,0,315,0,87.0819091796875,5.43060302734375
64,FP201_64,FloorPlan201,-3.5,0.9026570916175842,1.0,0,0,0,66.8609619140625,14.49737548828125
65,FP201_65,FloorPlan201,-3.5,0.9026570916175842,1.0,0,45,0,67.62847900390625,9.4329833984375
66,FP201_66,FloorPlan201,-3.5,0.9026570916175842,1.0,0,90,0,79.5989990234375,12.0361328125
67,FP201_67,FloorPlan201,-3.5,0.9026570916175842,1.0,0,135,0,82.90863037109375,10.65826416015625
68,FP201_68,FloorPlan201,-3.5,0.9026570916175842,1.0,0,180,0,86.7156982421875,5.48858642578125
69,FP201_69,FloorPlan201,-3.5,0.9026570916175842,1.0,0,225,0,89.837646484375,6.25762939453125
70,FP201_70,FloorPlan201,-3.5,0.9026570916175842,1.0,0,270,0,83.97216796875,7.4188232421875
71,FP201_71,FloorPlan201,-3.5,0.9026570916175842,1.0,0,315,0,78.20892333984375,14.70184326171875
72,FP201_72,FloorPlan201,-4.0,0.9026570916175842,0.5,0,0,0,67.76123046875,17.5018310546875
73,FP201_73,FloorPlan201,-4.0,0.9026570916175842,0.5,0,45,0,60.9375,19.52056884765625
74,FP201_74,FloorPlan201,-4.0,0.9026570916175842,0.5,0,90,0,70.4010009765625,16.58477783203125
75,FP201_75,FloorPlan201,-4.0,0.9026570916175842,0.5,0,135,0,84.9853515625,7.9498291015625
76,FP201_76,FloorPlan201,-4.0,0.9026570916175842,0.5,0,180,0,95.1904296875,1.495361328125
77,FP201_77,FloorPlan201,-4.0,0.9026570916175842,0.5,0,225,0,97.467041015625,1.68609619140625
78,FP201_78,FloorPlan201,-4.0,0.9026570916175842,0.5,0,270,0,92.547607421875,2.45513916015625
79,FP201_79,FloorPlan201,-4.0,0.9026570916175842,0.5,0,315,0,80.10101318359375,10.67047119140625
80,FP201_80,FloorPlan201,-3.5,0.9026570916175842,2.5,0,0,0,84.466552734375,4.46319580078125
81,FP201_81,FloorPlan201,-3.5,0.9026570916175842,2.5,0,45,0,82.73468017578125,5.23834228515625
82,FP201_82,FloorPlan201,-3.5,0.9026570916175842,2.5,0,90,0,77.630615234375,13.8580322265625
83,FP201_83,FloorPlan201,-3.5,0.9026570916175842,2.5,0,135,0,65.67535400390625,17.340087890625
84,FP201_84,FloorPlan201,-3.5,0.9026570916175842,2.5,0,180,0,71.41265869140625,15.7257080078125
85,FP201_85,FloorPlan201,-3.5,0.9026570916175842,2.5,0,225,0,78.22723388671875,12.77618408203125
86,FP201_86,FloorPlan201,-3.5,0.9026570916175842,2.5,0,270,0,83.67462158203125,8.13140869140625
87,FP201_87,FloorPlan201,-3.5,0.9026570916175842,2.5,0,315,0,88.02490234375,9.2681884765625
88,FP201_88,FloorPlan201,-4.0,0.9026570916175842,3.0,0,0,0,77.691650390625,12.87689208984375
89,FP201_89,FloorPlan201,-4.0,0.9026570916175842,3.0,0,45,0,75.933837890625,5.7464599609375
90,FP201_90,FloorPlan201,-4.0,0.9026570916175842,3.0,0,90,0,76.10626220703125,9.55963134765625
91,FP201_91,FloorPlan201,-4.0,0.9026570916175842,3.0,0,135,0,61.8408203125,22.9644775390625
92,FP201_92,FloorPlan201,-4.0,0.9026570916175842,3.0,0,180,0,68.60504150390625,17.62847900390625
93,FP201_93,FloorPlan201,-4.0,0.9026570916175842,3.0,0,225,0,81.573486328125,9.74273681640625
94,FP201_94,FloorPlan201,-4.0,0.9026570916175842,3.0,0,270,0,87.60528564453125,3.20892333984375
95,FP201_95,FloorPlan201,-4.0,0.9026570916175842,3.0,0,315,0,84.26361083984375,9.92584228515625
96,FP201_96,FloorPlan201,-4.5,0.9026570916175842,2.5,0,0,0,79.168701171875,14.8651123046875
97,FP201_97,FloorPlan201,-4.5,0.9026570916175842,2.5,0,45,0,68.2952880859375,15.9942626953125
98,FP201_98,FloorPlan201,-4.5,0.9026570916175842,2.5,0,90,0,63.12713623046875,17.3797607421875
99,FP201_99,FloorPlan201,-4.5,0.9026570916175842,2.5,0,135,0,62.22381591796875,22.3114013671875
100,FP201_100,FloorPlan201,-4.5,0.9026570916175842,2.5,0,180,0,76.7364501953125,13.665771484375
101,FP201_101,FloorPlan201,-4.5,0.9026570916175842,2.5,0,225,0,88.6444091796875,4.15802001953125
102,FP201_102,FloorPlan201,-4.5,0.9026570916175842,2.5,0,270,0,97.58148193359375,0.079345703125
103,FP201_103,FloorPlan201,-4.5,0.9026570916175842,2.5,0,315,0,86.61651611328125,5.4290771484375
104,FP201_104,FloorPlan201,-4.5,0.9026570916175842,0.5,0,0,0,69.49462890625,16.31317138671875
105,FP201_105,FloorPlan201,-4.5,0.9026570916175842,0.5,0,45,0,59.38568115234375,22.1893310546875
106,FP201_106,FloorPlan201,-4.5,0.9026570916175842,0.5,0,90,0,65.94696044921875,18.38531494140625
107,FP201_107,FloorPlan201,-4.5,0.9026570916175842,0.5,0,135,0,84.0118408203125,8.19244384765625
108,FP201_108,FloorPlan201,-4.5,0.9026570916175842,0.5,0,180,0,95.7000732421875,1.1993408203125
109,FP201_109,FloorPlan201,-4.5,0.9026570916175842,0.5,0,225,0,99.22027587890625,0.5401611328125
110,FP201_110,FloorPlan201,-4.5,0.9026570916175842,0.5,0,270,0,98.516845703125,0.18463134765625
111,FP201_111,FloorPlan201,-4.5,0.9026570916175842,0.5,0,315,0,86.48529052734375,5.40924072265625
112,FP201_112,FloorPlan201,-3.5,0.9026570916175842,0.5,0,0,0,66.96319580078125,16.8304443359375
113,FP201_113,FloorPlan201,-3.5,0.9026570916175842,0.5,0,45,0,66.22467041015625,15.44342041015625
114,FP201_114,FloorPlan201,-3.5,0.9026570916175842,0.5,0,90,0,77.587890625,14.32342529296875
115,FP201_115,FloorPlan201,-3.5,0.9026570916175842,0.5,0,135,0,86.126708984375,7.5042724609375
116,FP201_116,FloorPlan201,-3.5,0.9026570916175842,0.5,0,180,0,94.04754638671875,1.513671875
117,FP201_117,FloorPlan201,-3.5,0.9026570916175842,0.5,0,225,0,94.183349609375,3.302001953125
118,FP201_118,FloorPlan201,-3.5,0.9026570916175842,0.5,0,270,0,86.47613525390625,6.53839111328125
119,FP201_119,FloorPlan201,-3.5,0.9026570916175842,0.5,0,315,0,76.72882080078125,14.984130859375
120,FP201_120,FloorPlan201,-4.0,0.9026570916175842,0.0,0,0,0,64.87579345703125,18.45703125
121,FP201_121,FloorPlan201,-4.0,0.9026570916175842,0.0,0,45,0,59.62371826171875,22.70355224609375
122,FP201_122,FloorPlan201,-4.0,0.9026570916175842,0.0,0,90,0,71.69342041015625,14.1204833984375
123,FP201_123,FloorPlan201,-4.0,0.9026570916175842,0.0,0,135,0,89.61944580078125,2.62451171875
124,FP201_124,FloorPlan201,-4.0,0.9026570916175842,0.0,0,180,0,99.74517822265625,0.0396728515625
125,FP201_125,FloorPlan201,-4.0,0.9026570916175842,0.0,0,225,0,98.83880615234375,0.38604736328125
126,FP201_126,FloorPlan201,-4.0,0.9026570916175842,0.0,0,270,0,93.00994873046875,1.64337158203125
127,FP201_127,FloorPlan201,-4.0,0.9026570916175842,0.0,0,315,0,80.7830810546875,10.26611328125
128,FP201_128,FloorPlan201,-3.0,0.9026570916175842,2.5,0,0,0,94.38934326171875,0.1312255859375
129,FP201_129,FloorPlan201,-3.0,0.9026570916175842,2.5,0,45,0,88.3544921875,4.7943115234375
130,FP201_130,FloorPlan201,-3.0,0.9026570916175842,2.5,0,90,0,80.89447021484375,11.83624267578125
131,FP201_131,FloorPlan201,-3.0,0.9026570916175842,2.5,0,135,0,69.6380615234375,13.53607177734375
132,FP201_132,FloorPlan201,-3.0,0.9026570916175842,2.5,0,180,0,72.5189208984375,13.75732421875
133,FP201_133,FloorPlan201,-3.0,0.9026570916175842,2.5,0,225,0,73.6785888671875,14.5263671875
134,FP201_134,FloorPlan201,-3.0,0.9026570916175842,2.5,0,270,0,80.6610107421875,11.88812255859375
135,FP201_135,FloorPlan201,-3.0,0.9026570916175842,2.5,0,315,0,87.5823974609375,5.05218505859375
136,FP201_136,FloorPlan201,-4.0,0.9026570916175842,3.5,0,0,0,77.0721435546875,17.9412841796875
137,FP201_137,FloorPlan201,-4.0,0.9026570916175842,3.5,0,45,0,73.36578369140625,10.19134521484375
138,FP201_138,FloorPlan201,-4.0,0.9026570916175842,3.5,0,90,0,80.11016845703125,0.17242431640625
139,FP201_139,FloorPlan201,-4.0,0.9026570916175842,3.5,0,135,0,72.369384765625,8.38623046875
140,FP201_140,FloorPlan201,-4.0,0.9026570916175842,3.5,0,180,0,75.35858154296875,15.966796875
141,FP201_141,FloorPlan201,-4.0,0.9026570916175842,3.5,0,225,0,81.22711181640625,10.35919189453125
142,FP201_142,FloorPlan201,-4.0,0.9026570916175842,3.5,0,270,0,87.8662109375,3.20892333984375
143,FP201_143,FloorPlan201,-4.0,0.9026570916175842,3.5,0,315,0,83.1329345703125,8.71734619140625
144,FP201_144,FloorPlan201,-4.5,0.9026570916175842,3.0,0,0,0,78.48358154296875,16.796875
145,FP201_145,FloorPlan201,-4.5,0.9026570916175842,3.0,0,45,0,68.3349609375,13.751220703125
146,FP201_146,FloorPlan201,-4.5,0.9026570916175842,3.0,0,90,0,66.156005859375,13.38958740234375
147,FP201_147,FloorPlan201,-4.5,0.9026570916175842,3.0,0,135,0,62.615966796875,24.359130859375
148,FP201_148,FloorPlan201,-4.5,0.9026570916175842,3.0,0,180,0,72.96905517578125,15.0634765625
149,FP201_149,FloorPlan201,-4.5,0.9026570916175842,3.0,0,225,0,87.50762939453125,4.83551025390625
150,FP201_150,FloorPlan201,-4.5,0.9026570916175842,3.0,0,270,0,97.58453369140625,0.079345703125
151,FP201_151,FloorPlan201,-4.5,0.9026570916175842,3.0,0,315,0,87.26043701171875,5.0140380859375
152,FP201_152,FloorPlan201,-4.5,0.9026570916175842,0.0,0,0,0,70.37811279296875,16.38031005859375
153,FP201_153,FloorPlan201,-4.5,0.9026570916175842,0.0,0,45,0,59.95025634765625,24.3194580078125
154,FP201_154,FloorPlan201,-4.5,0.9026570916175842,0.0,0,90,0,70.751953125,15.2099609375
155,FP201_155,FloorPlan201,-4.5,0.9026570916175842,0.0,0,135,0,89.43634033203125,2.83966064453125
156,FP201_156,FloorPlan201,-4.5,0.9026570916175842,0.0,0,180,0,99.38812255859375,0.04119873046875
157,FP201_157,FloorPlan201,-4.5,0.9026570916175842,0.0,0,225,0,99.5330810546875,0.08697509765625
158,FP201_158,FloorPlan201,-4.5,0.9026570916175842,0.0,0,270,0,98.236083984375,0.20904541015625
159,FP201_159,FloorPlan201,-4.5,0.9026570916175842,0.0,0,315,0,86.419677734375,5.17578125
160,FP201_160,FloorPlan201,-3.0,0.9026570916175842,0.5,0,0,0,67.98248291015625,17.8070068359375
161,FP201_161,FloorPlan201,-3.0,0.9026570916175842,0.5,0,45,0,60.9344482421875,11.8804931640625
162,FP201_162,FloorPlan201,-3.0,0.9026570916175842,0.5,0,90,0,76.76849365234375,11.42425537109375
163,FP201_163,FloorPlan201,-3.0,0.9026570916175842,0.5,0,135,0,88.14544677734375,6.92291259765625
164,FP201_164,FloorPlan201,-3.0,0.9026570916175842,0.5,0,180,0,93.08013916015625,1.54571533203125
165,FP201_165,FloorPlan201,-3.0,0.9026570916175842,0.5,0,225,0,90.00244140625,4.89654541015625
166,FP201_166,FloorPlan201,-3.0,0.9026570916175842,0.5,0,270,0,82.5408935546875,10.91156005859375
167,FP201_167,FloorPlan201,-3.0,0.9026570916175842,0.5,0,315,0,67.4530029296875,14.3218994140625
168,FP201_168,FloorPlan201,-3.5,0.9026570916175842,0.0,0,0,0,63.02337646484375,19.33746337890625
169,FP201_169,FloorPlan201,-3.5,0.9026570916175842,0.0,0,45,0,63.4368896484375,19.88677978515625
170,FP201_170,FloorPlan201,-3.5,0.9026570916175842,0.0,0,90,0,72.2015380859375,12.347412109375
171,FP201_171,FloorPlan201,-3.5,0.9026570916175842,0.0,0,135,0,89.898681640625,2.43682861328125
172,FP201_172,FloorPlan201,-3.5,0.9026570916175842,0.0,0,180,0,99.4964599609375,0.04119873046875
173,FP201_173,FloorPlan201,-3.5,0.9026570916175842,0.0,0,225,0,96.84906005859375,0.96893310546875
174,FP201_174,FloorPlan201,-3.5,0.9026570916175842,0.0,0,270,0,86.99798583984375,4.7393798828125
175,FP201_175,FloorPlan201,-3.5,0.9026570916175842,0.0,0,315,0,75.30670166015625,14.84375
176,FP201_176,FloorPlan201,-2.5,0.9026570916175842,2.5,0,0,0,96.051025390625,0.140380859375
177,FP201_177,FloorPlan201,-2.5,0.9026570916175842,2.5,0,45,0,88.4063720703125,4.4036865234375
178,FP201_178,FloorPlan201,-2.5,0.9026570916175842,2.5,0,90,0,81.3446044921875,12.53814697265625
179,FP201_179,FloorPlan201,-2.5,0.9026570916175842,2.5,0,135,0,77.47802734375,12.81280517578125
180,FP201_180,FloorPlan201,-2.5,0.9026570916175842,2.5,0,180,0,70.28045654296875,8.624267578125
181,FP201_181,FloorPlan201,-2.5,0.9026570916175842,2.5,0,225,0,74.23095703125,13.1103515625
182,FP201_182,FloorPlan201,-2.5,0.9026570916175842,2.5,0,270,0,83.0657958984375,13.34075927734375
183,FP201_183,FloorPlan201,-2.5,0.9026570916175842,2.5,0,315,0,87.5091552734375,4.669189453125
184,FP201_184,FloorPlan201,-4.0,0.9026570916175842,4.0,0,0,0,76.04522705078125,14.813232421875
185,FP201_185,FloorPlan201,-4.0,0.9026570916175842,4.0,0,45,0,67.083740234375,21.54388427734375
186,FP201_186,FloorPlan201,-4.0,0.9026570916175842,4.0,0,90,0,72.90191650390625,14.20440673828125
187,FP201_187,FloorPlan201,-4.0,0.9026570916175842,4.0,0,135,0,73.28338623046875,7.14111328125
188,FP201_188,FloorPlan201,-4.0,0.9026570916175842,4.0,0,180,0,76.53656005859375,13.2659912109375
189,FP201_189,FloorPlan201,-4.0,0.9026570916175842,4.0,0,225,0,83.37860107421875,10.601806640625
190,FP201_190,FloorPlan201,-4.0,0.9026570916175842,4.0,0,270,0,88.66424560546875,3.20892333984375
191,FP201_191,FloorPlan201,-4.0,0.9026570916175842,4.0,0,315,0,86.26556396484375,7.0556640625
192,FP201_192,FloorPlan201,-4.5,0.9026570916175842,3.5,0,0,0,78.12957763671875,15.0390625
193,FP201_193,FloorPlan201,-4.5,0.9026570916175842,3.5,0,45,0,72.46856689453125,17.73529052734375
194,FP201_194,FloorPlan201,-4.5,0.9026570916175842,3.5,0,90,0,65.44952392578125,11.29608154296875
195,FP201_195,FloorPlan201,-4.5,0.9026570916175842,3.5,0,135,0,69.4366455078125,17.120361328125
196,FP201_196,FloorPlan201,-4.5,0.9026570916175842,3.5,0,180,0,74.8779296875,16.6351318359375
197,FP201_197,FloorPlan201,-4.5,0.9026570916175842,3.5,0,225,0,86.883544921875,5.27801513671875
198,FP201_198,FloorPlan201,-4.5,0.9026570916175842,3.5,0,270,0,97.5860595703125,0.079345703125
199,FP201_199,FloorPlan201,-4.5,0.9026570916175842,3.5,0,315,0,88.97705078125,4.31060791015625
200,FP201_200,FloorPlan201,-2.5,0.9026570916175842,0.5,0,0,0,69.4061279296875,3.6590576171875
201,FP201_201,FloorPlan201,-2.5,0.9026570916175842,0.5,0,45,0,68.0023193359375,9.46807861328125
202,FP201_202,FloorPlan201,-2.5,0.9026570916175842,0.5,0,90,0,80.364990234375,11.39678955078125
203,FP201_203,FloorPlan201,-2.5,0.9026570916175842,0.5,0,135,0,88.65509033203125,5.97686767578125
204,FP201_204,FloorPlan201,-2.5,0.9026570916175842,0.5,0,180,0,92.85736083984375,1.6632080078125
205,FP201_205,FloorPlan201,-2.5,0.9026570916175842,0.5,0,225,0,86.346435546875,6.15234375
206,FP201_206,FloorPlan201,-2.5,0.9026570916175842,0.5,0,270,0,78.50799560546875,13.775634765625
207,FP201_207,FloorPlan201,-2.5,0.9026570916175842,0.5,0,315,0,64.65606689453125,10.162353515625
208,FP201_208,FloorPlan201,-2.0,0.9026570916175842,2.5,0,0,0,96.20361328125,0.1373291015625
209,FP201_209,FloorPlan201,-2.0,0.9026570916175842,2.5,0,45,0,89.6209716796875,4.06646728515625
210,FP201_210,FloorPlan201,-2.0,0.9026570916175842,2.5,0,90,0,84.832763671875,12.38250732421875
211,FP201_211,FloorPlan201,-2.0,0.9026570916175842,2.5,0,135,0,76.4068603515625,11.6241455078125
212,FP201_212,FloorPlan201,-2.0,0.9026570916175842,2.5,0,180,0,75.03662109375,8.2489013671875
213,FP201_213,FloorPlan201,-2.0,0.9026570916175842,2.5,0,225,0,76.1932373046875,14.17083740234375
214,FP201_214,FloorPlan201,-2.0,0.9026570916175842,2.5,0,270,0,81.28662109375,12.3748779296875
215,FP201_215,FloorPlan201,-2.0,0.9026570916175842,2.5,0,315,0,86.99188232421875,4.75921630859375
216,FP201_216,FloorPlan201,-4.0,0.9026570916175842,4.5,0,0,0,81.671142578125,9.1949462890625
217,FP201_217,FloorPlan201,-4.0,0.9026570916175842,4.5,0,45,0,70.2423095703125,17.5689697265625
218,FP201_218,FloorPlan201,-4.0,0.9026570916175842,4.5,0,90,0,68.6370849609375,19.15435791015625
219,FP201_219,FloorPlan201,-4.0,0.9026570916175842,4.5,0,135,0,70.15228271484375,13.262939453125
220,FP201_220,FloorPlan201,-4.0,0.9026570916175842,4.5,0,180,0,75.37841796875,13.62457275390625
221,FP201_221,FloorPlan201,-4.0,0.9026570916175842,4.5,0,225,0,83.8592529296875,10.70709228515625
222,FP201_222,FloorPlan201,-4.0,0.9026570916175842,4.5,0,270,0,90.18707275390625,3.20892333984375
223,FP201_223,FloorPlan201,-4.0,0.9026570916175842,4.5,0,315,0,90.50445556640625,5.00946044921875
224,FP201_224,FloorPlan201,-4.5,0.9026570916175842,4.0,0,0,0,79.86297607421875,11.7279052734375
225,FP201_225,FloorPlan201,-4.5,0.9026570916175842,4.0,0,45,0,68.45855712890625,21.52252197265625
226,FP201_226,FloorPlan201,-4.5,0.9026570916175842,4.0,0,90,0,64.61944580078125,16.6900634765625
227,FP201_227,FloorPlan201,-4.5,0.9026570916175842,4.0,0,135,0,66.92962646484375,14.892578125
228,FP201_228,FloorPlan201,-4.5,0.9026570916175842,4.0,0,180,0,76.0101318359375,16.30859375
229,FP201_229,FloorPlan201,-4.5,0.9026570916175842,4.0,0,225,0,86.62872314453125,5.438232421875
230,FP201_230,FloorPlan201,-4.5,0.9026570916175842,4.0,0,270,0,97.5860595703125,0.079345703125
231,FP201_231,FloorPlan201,-4.5,0.9026570916175842,4.0,0,315,0,92.0196533203125,3.31573486328125
232,FP201_232,FloorPlan201,-2.0,0.9026570916175842,0.5,0,0,0,73.0377197265625,6.7901611328125
233,FP201_233,FloorPlan201,-2.0,0.9026570916175842,0.5,0,45,0,74.48272705078125,8.2550048828125
234,FP201_234,FloorPlan201,-2.0,0.9026570916175842,0.5,0,90,0,85.53924560546875,11.08856201171875
235,FP201_235,FloorPlan201,-2.0,0.9026570916175842,0.5,0,135,0,90.1336669921875,4.72259521484375
236,FP201_236,FloorPlan201,-2.0,0.9026570916175842,0.5,0,180,0,93.32733154296875,1.6510009765625
237,FP201_237,FloorPlan201,-2.0,0.9026570916175842,0.5,0,225,0,86.5753173828125,7.0587158203125
238,FP201_238,FloorPlan201,-2.0,0.9026570916175842,0.5,0,270,0,75.6195068359375,12.22991943359375
239,FP201_239,FloorPlan201,-2.0,0.9026570916175842,0.5,0,315,0,72.381591796875,12.87078857421875
240,FP201_240,FloorPlan201,-1.5,0.9026570916175842,2.5,0,0,0,90.447998046875,0.74615478515625
241,FP201_241,FloorPlan201,-1.5,0.9026570916175842,2.5,0,45,0,90.3839111328125,4.7607421875
242,FP201_242,FloorPlan201,-1.5,0.9026570916175842,2.5,0,90,0,81.05010986328125,10.772705078125
243,FP201_243,FloorPlan201,-1.5,0.9026570916175842,2.5,0,135,0,78.338623046875,15.3076171875
244,FP201_244,FloorPlan201,-1.5,0.9026570916175842,2.5,0,180,0,75.03509521484375,11.4776611328125
245,FP201_245,FloorPlan201,-1.5,0.9026570916175842,2.5,0,225,0,70.87860107421875,13.189697265625
246,FP201_246,FloorPlan201,-1.5,0.9026570916175842,2.5,0,270,0,81.15081787109375,13.2904052734375
247,FP201_247,FloorPlan201,-1.5,0.9026570916175842,2.5,0,315,0,87.744140625,4.99725341796875
248,FP201_248,FloorPlan201,-3.5,0.9026570916175842,4.5,0,0,0,79.0069580078125,10.9283447265625
249,FP201_249,FloorPlan201,-3.5,0.9026570916175842,4.5,0,45,0,70.63140869140625,16.36199951171875
